v_gene,d_gene,j_gene,cdr3_length,v_5p_del,v_3p_del,d_5p_del,d_3p_del,j_5p_del,j_3p_del,vd_insertion,dj_insertion,count
IGHV3-NL1*01,IGHD1-26*01,IGHJ4*02_F,57,221,2,2,2,0,0,6,9,1
IGHV3-64*04,IGHD1-26*01,IGHJ4*02_F,57,221,0,5,4,1,0,13,6,3
IGHV3-30*15,IGHD2-2*02,IGHJ4*02_F,57,221,0,13,2,1,0,5,9,1
IGHV3-NL1*01,IGHD2-15*01,IGHJ6*02_F,57,221,2,6,12,16,0,10,9,1
IGHV3-23*04,IGHD3-16*01,IGHJ6*03_F,57,221,3,13,8,1,0,0,2,2
IGHV3-64*02,IGHD1-7*01,IGHJ5*02_F,57,221,1,3,2,11,0,17,9,1
IGHV3-66*03,IGHD3-22*01,IGHJ4*02_F,57,218,3,1,9,2,0,13,0,1
IGHV3-20*91,IGHD3-10*01,IGHJ4*02_F,45,209,0,9,7,6,0,3,5,1
IGHV3-23*04,IGHD2-21*02,IGHJ1*01_F,45,209,1,3,5,7,0,1,0,1
IGHV3-NL1*01,IGHD3-9*01,IGHJ6*03_F,45,209,4,11,13,6,0,0,5,1
IGHV3-33*05,IGHD2-8*01,IGHJ6*04_F,57,221,1,1,6,21,0,8,4,1
IGHV3-53*03,IGHD5/OR15-5b*01,IGHJ6*03_F,57,218,0,2,9,4,0,2,4,1
IGHV3-64*04,IGHD3/OR15-3b*01,IGHJ5*02_F,57,221,3,11,1,9,0,7,12,2
IGHV3-NL1*01,IGHD6-19*01,IGHJ5*02_F,57,221,0,7,0,2,0,9,5,1
IGHV3-64*04,IGHD6-13*01,IGHJ6*03_F,57,221,0,5,1,11,0,3,7,1
IGHV3-64*04,IGHD3-22*01,IGHJ4*02_F,57,221,2,1,0,4,0,3,2,3
IGHV3-23*04,IGHD4-23*01,IGHJ4*02_F,57,221,0,4,0,0,0,10,4,1
IGHV3-23*04,IGHD2/OR15-2b*01,IGHJ6*03_F,57,221,6,9,0,11,0,1,8,1
IGHV4-34*11,IGHD3-9*01,IGHJ4*02_F,69,230,1,1,6,0,0,8,10,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ4*02_F,57,221,1,10,9,0,0,18,0,1
IGHV3-64*04,IGHD1-26*01,IGHJ1*01_F,57,221,0,1,6,0,0,4,8,1
IGHV3-64*91,IGHD3-16*02,IGHJ5*02_F,57,221,0,11,3,2,0,2,3,1
IGHV3-NL1*01,IGHD6-13*01,IGHJ4*02_F,57,221,1,7,0,0,0,13,3,1
IGHV1-46*02,IGHD5/OR15-5b*01,IGHJ4*02_F,63,227,2,1,3,0,0,16,2,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ4*02_F,57,221,0,3,5,1,0,6,1,1
IGHV3-9*02,IGHD6-13*01,IGHJ4*02_F,45,209,0,10,1,6,0,11,0,2
IGHV3-53*01,IGHD3-16*02,IGHJ4*02_F,57,218,1,4,6,2,0,5,0,1
IGHV1/OR15-1*04,IGHD2-2*03,IGHJ5*02_F,60,224,1,5,3,2,0,3,6,1
IGHV1-69*10,IGHD6-13*01,IGHJ4*02_F,45,209,1,6,1,0,0,2,2,1
IGHV3-23*04,IGHD5-12*01,IGHJ4*02_F,57,221,0,0,7,0,0,2,11,1
IGHV4/OR15-8*03,IGHD2-8*01,IGHJ6*02_F,42,206,0,11,7,16,0,1,1,1
IGHV3-h*02,IGHD4-4*01,IGHJ6*03_F,69,230,1,1,0,6,0,11,7,1
IGHV3-33*06,IGHD5-24*01,IGHJ6*02_F,75,239,1,5,0,0,0,4,14,1
IGHV3-NL1*01,IGHD4-4*01,IGHJ6*03_F,57,221,0,1,3,4,0,4,2,1
IGHV3-23*03,IGHD3-16*02,IGHJ4*02_F,36,200,0,12,13,4,0,1,1,1
IGHV4/OR15-8*03,IGHD3-22*01,IGHJ3*01_F,69,233,1,3,6,0,0,7,11,1
IGHV3-h*02,IGHD1-1*01,IGHJ4*02_F,45,206,0,4,0,8,0,0,12,1
IGHV3-64*04,IGHD3-10*01,IGHJ5*02_F,57,220,1,2,3,2,1,3,0,1
IGHV1-18*01,IGHD3-16*02,IGHJ4*02_F,54,218,0,7,5,5,0,6,0,1
IGHV3-NL1*01,IGHD3-16*02,IGHJ6*02_F,57,221,0,14,14,0,0,0,5,1
IGHV3-66*03,IGHD1-26*01,IGHJ4*02_F,57,218,4,5,2,2,0,18,4,1
IGHV3-64*04,IGHD3-22*01,IGHJ6*03_F,57,221,0,9,8,0,0,0,0,1
IGHV4/OR15-8*03,IGHD2-15*01,IGHJ3*02_F,72,236,3,1,3,0,0,13,5,1
IGHV2-70*11,IGHD3-10*01,IGHJ3*02_F,57,224,2,0,4,0,0,0,0,3
IGHV3-33*06,IGHD3-22*01,IGHJ4*02_F,57,221,1,11,1,6,0,5,12,1
IGHV4-61*08,IGHD6-13*01,IGHJ4*02_F,54,221,0,6,0,3,0,1,13,1
IGHV3-66*04,IGHD3-10*01,IGHJ5*02_F,45,206,6,10,9,4,0,6,6,1
IGHV3-23*04,IGHD2-21*02,IGHJ5*02_F,57,221,7,5,8,11,0,23,6,40
IGHV3-64*04,IGHD3-10*01,IGHJ4*02_F,57,221,0,0,5,8,0,2,9,1
IGHV3-9*02,IGHD6-19*01,IGHJ3*02_F,75,239,0,0,0,1,0,23,0,1
IGHV3-64*04,IGHD2-21*02,IGHJ4*02_F,57,221,1,2,7,1,0,5,7,2
IGHV1-69*13,IGHD2-21*02,IGHJ5*02_F,42,206,1,8,5,9,0,2,4,1
IGHV3-64*04,IGHD3-10*01,IGHJ6*02_F,57,221,0,10,11,14,0,8,10,1
IGHV3-15*07,IGHD3-10*01,IGHJ6*02_F,72,242,1,0,9,7,0,11,4,1
IGHV3-NL1*01,IGHD3-22*01,IGHJ4*02_F,57,221,1,1,2,0,0,2,0,1
IGHV3-NL1*01,IGHD5/OR15-5b*01,IGHJ4*02_F,57,221,0,0,12,0,0,2,16,1
IGHV3-64*04,IGHD3-10*01,IGHJ4*02_F,57,221,1,8,3,4,0,9,5,1
IGHV3-NL1*01,IGHD3-9*01,IGHJ6*02_F,57,221,0,6,12,4,0,3,2,1
IGHV3-11*04,IGHD2-21*01,IGHJ4*02_F,45,209,0,14,1,3,0,1,6,1
IGHV3-NL1*01,IGHD3-22*01,IGHJ1*01_F,57,221,0,4,10,4,0,7,5,1
IGHV3-64*04,IGHD4/OR15-4b*01,IGHJ3*02_F,57,221,0,3,8,0,0,9,10,1
IGHV3-23*04,IGHD3-16*02,IGHJ6*03_F,57,221,0,18,8,3,0,4,2,1
IGHV3-h*01,IGHD2-8*02,IGHJ4*02_F,45,206,2,8,10,0,0,6,0,1
IGHV3-23*04,IGHD6-19*01,IGHJ4*02_F,57,221,1,10,0,1,0,6,14,1
IGHV3-71*01,IGHD3-3*01,IGHJ4*02_F,36,206,4,6,7,6,0,0,0,1
IGHV3-NL1*01,IGHD4-17*01,IGHJ2*01_F,57,221,1,4,0,1,0,11,3,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ3*02_F,57,221,1,0,12,0,0,5,4,1
IGHV4-61*02,IGHD3-9*01,IGHJ4*02_F,45,211,1,11,8,1,1,7,0,3
IGHV3-64*04,IGHD4-23*01,IGHJ6*03_F,57,221,3,2,10,3,0,13,0,7
IGHV3-30*15,IGHD3-22*01,IGHJ4*02_F,57,221,1,5,2,0,0,6,0,1
IGHV1-24*01,IGHD4-17*01,IGHJ4*02_F,39,203,6,3,2,0,0,6,0,2
IGHV3-23*04,IGHD6-13*01,IGHJ4*02_F,45,209,0,0,3,2,0,1,0,1
IGHV3-7*03,IGHD5-24*01,IGHJ4*02_F,45,209,3,3,5,0,0,6,2,1
IGHV3-23*04,IGHD2-2*03,IGHJ4*02_F,57,221,0,8,2,5,0,8,5,2
IGHV3-71*01,IGHD2-2*03,IGHJ4*02_F,75,245,0,7,5,3,0,23,8,2
IGHV3-53*04,IGHD2-15*01,IGHJ4*02_F,57,218,2,3,3,0,0,2,4,1
IGHV3-7*03,IGHD5-12*01,IGHJ6*02_F,45,209,1,2,0,19,0,1,0,1
IGHV3-33*02,IGHD1-26*01,IGHJ4*02_F,57,221,1,0,3,0,0,2,11,1
IGHV3-23*04,IGHD3-16*01,IGHJ3*02_F,57,221,1,25,2,0,0,18,0,2
IGHV3-64*04,IGHD3-16*02,IGHJ4*02_F,69,233,0,9,6,1,0,12,8,1
IGHV4-30-4*06,IGHD2-21*02,IGHJ4*02_F,48,143,1,1,11,0,0,5,0,1
IGHV3-64*02,IGHD3-3*01,IGHJ4*02_F,57,221,0,0,8,4,0,3,7,1
IGHV3-30*15,IGHD3-22*01,IGHJ4*02_F,45,209,4,5,15,2,0,12,0,1
IGHV3-64*04,IGHD3-10*01,IGHJ6*02_F,57,221,0,4,9,5,0,1,0,4
IGHV3-11*01,IGHD1-26*01,IGHJ4*03_F,45,209,1,5,5,1,0,6,3,1
IGHV3-NL1*01,IGHD1-26*01,IGHJ6*02_F,57,221,4,3,5,3,0,9,0,2
IGHV1-3*01,IGHD6-19*01,IGHJ1*01_F,42,206,1,7,1,14,0,3,9,1
IGHV3-h*02,IGHD3-10*01,IGHJ4*02_F,45,206,0,4,6,7,0,3,0,1
IGHV3-66*03,IGHD3-22*01,IGHJ3*02_F,57,218,2,14,0,2,0,12,2,1
IGHV3-NL1*01,IGHD2-2*02,IGHJ5*02_F,57,221,1,7,2,4,0,5,4,1
IGHV3-64*04,IGHD3-10*01,IGHJ4*02_F,57,221,1,7,5,0,0,11,0,5
IGHV3-23*04,IGHD3-10*01,IGHJ4*02_F,57,221,1,6,1,0,0,1,5,23
IGHV3-23*04,IGHD6-13*01,IGHJ4*02_F,57,221,0,3,0,6,0,12,5,1
IGHV4-59*10,IGHD6-6*01,IGHJ4*02_F,45,205,1,7,0,3,1,0,10,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ4*02_F,57,221,0,0,9,0,0,2,5,1
IGHV3-53*01,IGHD3-16*02,IGHJ6*03_F,57,218,1,13,7,8,0,6,0,1
IGHV3-23*04,IGHD4-23*01,IGHJ3*01_F,57,221,1,3,3,4,0,7,12,1
IGHV3-20*91,IGHD3-3*01,IGHJ4*02_F,45,209,1,5,15,0,0,6,1,1
IGHV3-NL1*01,IGHD1-26*01,IGHJ6*02_F,57,221,1,2,6,2,0,5,0,1
IGHV3-33*05,IGHD6-13*01,IGHJ3*02_F,57,221,0,2,1,0,0,3,6,1
IGHV3-64*04,IGHD4-23*01,IGHJ6*03_F,57,221,1,3,4,1,0,0,4,1
IGHV3-64*04,IGHD2-21*01,IGHJ4*02_F,57,221,1,1,9,0,0,10,2,1
IGHV3-33*02,IGHD5-12*01,IGHJ6*02_F,72,236,0,0,4,7,0,8,9,1
IGHV3-NL1*01,IGHD3-22*01,IGHJ6*03_F,57,221,3,0,9,8,0,3,0,1
IGHV3-h*02,IGHD3-10*01,IGHJ4*02_F,45,206,3,6,5,4,0,2,2,1
IGHV3-NL1*01,IGHD5-24*01,IGHJ4*02_F,57,221,0,5,3,2,0,7,12,1
IGHV3-NL1*01,IGHD3-3*01,IGHJ4*02_F,57,221,2,0,8,0,0,8,0,1
IGHV3-15*07,IGHD3-3*01,IGHJ4*02_F,57,227,3,7,7,2,0,13,4,3
IGHV3-9*02,IGHD3-3*01,IGHJ4*02_F,66,230,2,1,1,4,0,13,0,3
IGHV3-NL1*01,IGHD2-2*03,IGHJ4*02_F,57,221,1,1,6,4,0,8,2,9
IGHV3-9*02,IGHD3-9*01,IGHJ6*03_F,66,230,0,2,6,16,0,6,8,1
IGHV3-64*04,IGHD2-2*03,IGHJ6*03_F,75,239,1,1,5,3,0,1,10,1
IGHV3-h*02,IGHD2-15*01,IGHJ6*02_F,66,227,0,11,3,5,0,4,7,1
IGHV3-64*04,IGHD3-22*01,IGHJ6*02_F,69,233,0,10,3,5,0,7,6,1
IGHV3-33*05,IGHD3-10*01,IGHJ4*02_F,57,221,1,2,9,7,0,4,13,1
IGHV3-72*01,IGHD2-15*01,IGHJ6*02_F,57,227,0,20,0,1,0,4,0,1
IGHV3-NL1*01,IGHD3-22*01,IGHJ4*02_F,57,221,0,3,1,1,0,3,0,2
IGHV5-51*02,IGHD7-27*01,IGHJ4*02_F,42,206,1,0,1,3,0,4,4,1
IGHV3-43*02,IGHD2-2*03,IGHJ3*02_F,66,230,0,1,5,1,0,7,3,1
IGHV3-NL1*01,IGHD3-9*01,IGHJ3*01_F,57,221,2,1,12,3,1,15,0,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ4*02_F,57,221,0,8,6,0,0,6,6,6
IGHV2-26*01,IGHD5-12*01,IGHJ5*02_F,45,212,3,3,10,2,0,7,0,1
IGHV4-59*10,IGHD3-16*01,IGHJ1*01_F,45,206,1,19,9,2,1,8,0,1
IGHV3-h*02,IGHD3-9*01,IGHJ6*03_F,75,236,0,1,5,8,0,7,8,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ4*02_F,57,221,0,8,8,7,0,5,16,1
IGHV3-20*91,IGHD3-10*01,IGHJ6*02_F,66,230,1,2,10,4,0,2,7,1
IGHV3-33*05,IGHD6-19*01,IGHJ6*02_F,57,221,0,6,3,13,0,5,10,2
IGHV1-69*13,IGHD6-6*01,IGHJ3*02_F,45,209,1,8,0,0,0,4,2,1
IGHV3-NL1*01,IGHD6-6*01,IGHJ6*02_F,57,221,0,3,9,1,0,0,9,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ6*02_F,57,221,0,10,10,0,0,3,0,2
IGHV3-NL1*01,IGHD2-8*02,IGHJ6*02_F,57,221,1,9,16,2,0,11,0,1
IGHV4-30-4*06,IGHD3-16*02,IGHJ4*02_F,39,134,1,12,10,9,0,4,2,7
IGHV3-33*05,IGHD6-13*01,IGHJ2*01_F,57,221,1,2,3,1,0,6,4,1
IGHV3-9*02,IGHD2-2*03,IGHJ6*03_F,75,239,1,0,2,3,0,4,1,1
IGHV3-NL1*01,IGHD1-26*01,IGHJ3*01_F,57,221,0,2,0,1,0,2,8,1
IGHV3-h*02,IGHD3-3*01,IGHJ2*01_F,66,227,1,5,3,0,0,11,0,2
IGHV3-NL1*01,IGHD2-8*01,IGHJ6*02_F,57,221,0,12,8,16,0,3,16,1
IGHV3-64*04,IGHD5-24*01,IGHJ6*02_F,57,221,0,3,9,2,0,8,0,1
IGHV1-3*01,IGHD3-10*01,IGHJ4*02_F,57,221,0,0,8,2,1,9,0,1
IGHV3-66*03,IGHD3-3*02,IGHJ4*02_F,57,218,0,6,10,2,0,4,12,1
IGHV3-23*04,IGHD2-2*03,IGHJ4*02_F,60,224,1,0,6,3,0,7,4,1
IGHV3-23*04,IGHD3-10*02,IGHJ6*02_F,57,221,1,5,10,1,0,1,0,1
IGHV3-33*05,IGHD5-5*01,IGHJ5*02_F,57,221,1,0,1,1,0,9,0,1
IGHV1-46*02,IGHD3-16*02,IGHJ5*02_F,57,221,2,13,15,4,0,1,22,1
IGHV3-23*04,IGHD1-20*01,IGHJ3*01_F,57,221,0,0,1,4,0,13,2,1
IGHV3-23*04,IGHD6-19*01,IGHJ4*02_F,57,221,0,0,0,5,0,4,9,2
IGHV5-51*02,IGHD3-10*01,IGHJ5*02_F,66,230,0,0,6,0,0,3,7,1
IGHV3-64*04,IGHD6-13*01,IGHJ5*02_F,57,221,1,0,0,14,0,2,18,1
IGHV3-NL1*01,IGHD3-22*01,IGHJ4*02_F,57,221,0,7,4,0,0,4,5,1
IGHV3-30*15,IGHD3-22*01,IGHJ4*02_F,57,221,4,0,3,4,0,7,2,1
IGHV3-NL1*01,IGHD5-5*01,IGHJ4*02_F,57,221,1,2,1,0,0,8,5,1
IGHV3-h*01,IGHD2-15*01,IGHJ6*03_F,75,236,0,5,3,5,0,8,6,1
IGHV3-64*04,IGHD3-10*01,IGHJ4*02_F,57,221,1,5,3,8,0,3,12,1
IGHV1-2*04,IGHD2-2*03,IGHJ5*02_F,66,230,1,1,0,0,0,7,1,1
IGHV3/OR16-6*02,IGHD3/OR15-3b*01,IGHJ4*02_F,57,227,3,7,5,1,0,13,1,1
IGHV3-64*04,IGHD6-13*01,IGHJ4*02_F,57,221,0,3,2,3,0,15,1,1
IGHV3-20*91,IGHD3-16*01,IGHJ4*02_F,66,230,0,7,8,0,0,7,9,1
IGHV3-23*04,IGHD2-21*02,IGHJ4*02_F,57,221,0,6,3,6,0,14,2,1
IGHV3-NL1*01,IGHD1-26*01,IGHJ4*02_F,57,221,2,1,5,0,0,5,12,1
IGHV3-33*06,IGHD3-10*01,IGHJ5*02_F,57,221,3,6,1,3,0,3,5,1
IGHV1-69*05,IGHD3-9*01,IGHJ4*02_F,45,209,0,3,22,2,0,15,0,1
IGHV3-NL1*01,IGHD3-9*01,IGHJ6*02_F,57,221,0,9,8,0,0,0,0,4
IGHV3-NL1*01,IGHD3-22*01,IGHJ6*03_F,57,221,0,9,8,0,0,0,0,1
IGHV3-NL1*01,IGHD2-15*01,IGHJ6*02_F,57,221,0,2,9,13,1,8,0,1
IGHV3-33*05,IGHD1-26*01,IGHJ6*02_F,57,221,1,6,0,7,0,5,3,1
IGHV3-NL1*01,IGHD6-19*01,IGHJ4*02_F,57,221,0,3,0,8,0,13,6,1
IGHV3-23*04,IGHD3-10*01,IGHJ4*02_F,45,209,4,8,10,4,0,12,0,1
IGHV3-23*04,IGHD3-10*01,IGHJ3*02_F,57,221,2,3,8,10,0,11,8,2
IGHV3-h*01,IGHD6-25*01,IGHJ6*03_F,45,206,3,10,0,4,0,0,1,1
IGHV3-53*01,IGHD2-2*03,IGHJ6*02_F,57,218,1,1,3,14,0,0,2,2
IGHV3-23*04,IGHD3-10*01,IGHJ6*02_F,45,209,2,7,9,18,0,6,1,2
IGHV3-23*04,IGHD4-17*01,IGHJ4*02_F,57,221,2,0,0,7,0,5,17,1
IGHV4-61*02,IGHD4-17*01,IGHJ4*02_F,48,215,1,1,3,2,0,4,7,1
IGHV3-23*04,IGHD6-19*01,IGHJ6*02_F,57,221,3,6,3,5,0,7,3,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ4*02_F,75,239,1,0,5,0,0,22,0,1
IGHV3-23*04,IGHD3-10*01,IGHJ6*02_F,57,221,1,1,9,11,0,5,0,11
IGHV3-h*01,IGHD3-10*01,IGHJ4*02_F,45,206,1,10,7,8,0,5,7,1
IGHV3-64*04,IGHD1-26*01,IGHJ4*02_F,57,221,0,5,2,0,0,7,9,1
IGHV3-20*91,IGHD6-19*01,IGHJ4*02_F,45,209,0,1,6,4,0,7,0,1
IGHV3-23*04,IGHD4/OR15-4b*01,IGHJ6*03_F,57,221,0,1,7,3,0,4,2,1
IGHV3-33*06,IGHD3-10*02,IGHJ4*02_F,57,221,2,12,0,3,0,0,16,1
IGHV4/OR15-8*03,IGHD4-17*01,IGHJ6*02_F,81,245,1,1,0,1,0,14,11,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ4*02_F,57,221,0,1,10,3,0,8,4,1
IGHV3-NL1*01,IGHD2-2*03,IGHJ4*02_F,57,221,0,7,13,4,0,15,7,1
IGHV3-64*04,IGHD5-12*01,IGHJ3*02_F,57,221,1,2,3,1,0,5,6,1
IGHV3-64*04,IGHD6-19*01,IGHJ5*02_F,57,221,0,4,2,6,0,7,10,1
IGHV3-23*04,IGHD3-3*01,IGHJ4*02_F,57,221,1,2,10,3,0,3,11,1
IGHV4-30-4*06,IGHD5-5*01,IGHJ4*02_F,39,133,0,2,3,6,1,2,0,1
IGHV3-64*04,IGHD5/OR15-5b*01,IGHJ6*02_F,57,221,2,0,16,0,0,6,3,1
IGHV3-23*04,IGHD3-10*02,IGHJ6*03_F,57,221,1,10,8,5,0,0,8,1
IGHV3-NL1*01,IGHD2-2*03,IGHJ6*03_F,57,221,0,11,9,11,0,3,11,1
IGHV3-NL1*01,IGHD6-13*01,IGHJ4*02_F,57,221,0,1,0,2,0,10,1,1
IGHV3-53*01,IGHD3-3*02,IGHJ6*03_F,57,218,1,15,3,6,0,1,7,2
IGHV3-64*04,IGHD3-10*01,IGHJ3*02_F,57,221,1,1,13,1,0,5,7,2
IGHV3-30*15,IGHD6-19*01,IGHJ6*03_F,57,221,0,9,0,7,0,1,8,1
IGHV3-23*04,IGHD3-10*01,IGHJ4*02_F,57,221,2,5,6,0,0,7,4,1
IGHV1-69*13,IGHD3-16*02,IGHJ4*02_F,48,212,3,12,11,3,0,2,10,1
IGHV3-66*03,IGHD3-10*02,IGHJ4*02_F,36,197,9,7,6,5,0,2,3,1
IGHV3-30*13,IGHD3-16*02,IGHJ4*02_F,57,221,0,9,14,4,0,17,2,1
IGHV3-64*04,IGHD2-15*01,IGHJ4*02_F,57,221,0,11,3,4,0,16,0,1
IGHV3-h*02,IGHD5-24*01,IGHJ3*02_F,42,203,0,6,4,2,0,1,3,1
IGHV3-64*04,IGHD6-19*01,IGHJ5*02_F,57,221,0,4,0,2,0,8,3,1
IGHV3-23*03,IGHD5-5*01,IGHJ3*02_F,45,209,3,1,4,2,0,4,3,1
IGHV3-53*04,IGHD7-27*01,IGHJ6*03_F,57,218,0,2,1,3,0,1,8,1
IGHV3-64*04,IGHD4-4*01,IGHJ6*03_F,57,221,1,1,5,6,0,3,8,1
IGHV3-64*04,IGHD1-26*01,IGHJ6*02_F,57,221,0,8,5,0,0,7,0,10
IGHV3-64*04,IGHD2-2*02,IGHJ4*02_F,57,221,0,6,2,4,0,6,4,1
IGHV3-23*04,IGHD3-10*01,IGHJ6*03_F,75,239,2,4,2,2,0,0,11,1
IGHV3-23*04,IGHD5-5*01,IGHJ4*01_F,57,221,1,3,0,0,0,6,7,1
IGHV3-NL1*01,IGHD3-16*02,IGHJ6*02_F,57,221,0,17,15,0,0,1,8,1
IGHV3-9*91,IGHD3-10*02,IGHJ6*03_F,45,209,0,4,15,16,0,0,5,1
IGHV3-64*04,IGHD2-15*01,IGHJ4*02_F,57,221,1,0,0,5,0,3,1,1
IGHV3-71*01,IGHD2-21*01,IGHJ5*02_F,57,227,2,11,6,1,0,14,4,1
IGHV3-15*07,IGHD3-16*02,IGHJ4*02_F,57,227,2,18,8,0,0,19,1,1
IGHV3-33*05,IGHD3-22*01,IGHJ4*02_F,57,221,3,5,4,3,0,8,5,1
IGHV3-30*15,IGHD6-13*01,IGHJ4*02_F,57,221,1,6,2,8,0,3,22,1
IGHV3-33*05,IGHD6-6*01,IGHJ6*03_F,57,221,0,0,9,4,0,7,2,1
IGHV3-23*04,IGHD6-13*01,IGHJ4*02_F,57,221,0,3,0,6,0,15,2,1
IGHV3-64*04,IGHD4-4*01,IGHJ6*03_F,57,221,0,3,0,4,0,3,2,3
IGHV3-h*02,IGHD5-24*01,IGHJ4*02_F,36,197,1,1,10,1,0,1,0,1
IGHV3-20*91,IGHD3/OR15-3b*01,IGHJ6*02_F,66,230,0,15,7,1,0,15,0,1
IGHV3-23*04,IGHD3-16*02,IGHJ4*02_F,48,212,5,15,7,4,0,11,3,2
IGHV3-49*05,IGHD3-22*01,IGHJ6*03_F,57,227,1,1,9,11,0,5,0,2
IGHV3-23*04,IGHD3-10*01,IGHJ4*02_F,57,221,1,1,10,5,0,10,5,1
IGHV3-23*04,IGHD2-21*02,IGHJ4*02_F,57,221,2,6,1,1,0,5,6,2
IGHV3-66*03,IGHD3-10*01,IGHJ3*01_F,57,218,3,5,12,0,0,12,4,2
IGHV4-b*02,IGHD1-26*01,IGHJ4*02_F,45,209,0,2,3,5,0,0,9,1
IGHV3-30*15,IGHD6-13*01,IGHJ4*02_F,57,221,0,10,0,4,0,0,22,1
IGHV3-23*04,IGHD3-22*01,IGHJ4*02_F,57,221,1,7,7,2,0,5,10,3
IGHV3-49*05,IGHD3-22*01,IGHJ4*02_F,57,227,1,0,9,8,0,4,12,1
IGHV3-66*01,IGHD3-22*01,IGHJ5*02_F,57,218,0,3,1,15,0,9,5,1
IGHV1-46*02,IGHD3-22*01,IGHJ4*02_F,57,221,1,5,4,1,0,6,3,1
IGHV3-23*04,IGHD3-3*01,IGHJ6*03_F,66,230,0,0,10,1,0,3,0,1
IGHV3-23*04,IGHD2-8*02,IGHJ1*01_F,66,230,5,6,1,1,0,5,11,1
IGHV3-7*03,IGHD3-22*01,IGHJ4*02_F,66,230,0,7,0,0,0,13,1,1
IGHV3-30*15,IGHD3-10*01,IGHJ4*02_F,57,221,1,8,3,0,0,5,5,1
IGHV4-30-4*06,IGHD2-15*01,IGHJ6*03_F,69,164,2,10,3,5,0,2,13,1
IGHV3-NL1*01,IGHD1-20*01,IGHJ4*02_F,57,221,0,1,0,2,0,12,3,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ6*03_F,57,221,0,6,11,6,0,3,3,1
IGHV1-69*13,IGHD5-12*01,IGHJ3*02_F,45,209,1,2,6,0,0,1,0,1
IGHV3-64*04,IGHD3-10*02,IGHJ4*02_F,57,221,1,14,4,6,0,15,9,1
IGHV3-d*01,IGHD3-3*01,IGHJ3*02_F,57,215,3,0,3,4,0,6,2,1
IGHV3-64*04,IGHD1-1*01,IGHJ6*02_F,69,233,1,1,6,3,0,7,13,1
IGHV3-53*04,IGHD6-6*01,IGHJ6*03_F,57,218,2,9,0,7,0,5,9,1
IGHV3-33*05,IGHD3-9*01,IGHJ3*02_F,66,230,2,7,3,1,0,6,12,1
IGHV3-33*02,IGHD5-12*01,IGHJ6*02_F,66,230,2,1,5,3,0,7,4,1
IGHV3-23*04,IGHD3-22*01,IGHJ2*01_F,57,221,0,9,3,2,0,3,4,1
IGHV3-33*06,IGHD3-10*02,IGHJ6*02_F,57,221,2,6,13,7,0,3,9,1
IGHV3-15*07,IGHD3-9*01,IGHJ4*02_F,57,227,3,6,8,1,0,12,4,1
IGHV3-NL1*01,IGHD5-12*01,IGHJ4*02_F,57,221,1,1,2,0,0,1,9,8
IGHV3-23*04,IGHD2-21*02,IGHJ4*02_F,57,221,2,8,5,5,0,9,12,1
IGHV2-70*11,IGHD4-23*01,IGHJ6*02_F,45,212,5,0,7,15,0,8,0,2
IGHV1-46*02,IGHD3-10*01,IGHJ6*03_F,57,221,2,2,9,8,0,4,0,1
IGHV3-23*04,IGHD2-21*02,IGHJ6*02_F,57,221,0,8,9,6,0,5,4,2
IGHV4/OR15-8*03,IGHD6-6*01,IGHJ6*03_F,72,236,0,3,4,2,0,4,16,1
IGHV3-74*03,IGHD3-22*01,IGHJ3*02_F,75,239,0,1,5,3,0,16,7,3
IGHV1/OR15-4*01,IGHD6-19*01,IGHJ4*02_F,51,215,1,1,0,5,0,2,9,1
IGHV3-23*04,IGHD2-2*03,IGHJ6*02_F,57,221,1,14,5,5,0,8,0,2
IGHV3-NL1*01,IGHD6-19*01,IGHJ4*02_F,57,221,1,7,0,2,0,9,9,1
IGHV4/OR15-8*03,IGHD5/OR15-5b*01,IGHJ4*02_F,54,218,0,0,2,1,0,2,4,2
IGHV4-30-4*06,IGHD5-12*01,IGHJ1*01_F,39,134,1,2,10,3,0,0,0,1
IGHV3-53*02,IGHD2-2*02,IGHJ4*02_F,45,206,2,10,1,9,0,10,0,1
IGHV3-66*03,IGHD3-16*02,IGHJ6*03_F,57,218,0,18,7,7,0,1,8,1
IGHV3-30*15,IGHD6-25*01,IGHJ4*02_F,45,209,1,5,2,10,0,15,2,2
IGHV3-53*02,IGHD3-16*02,IGHJ4*02_F,48,209,3,9,7,4,0,5,3,3
IGHV3-33*06,IGHD3-10*01,IGHJ5*02_F,45,209,0,3,12,4,1,3,0,1
IGHV3-33*02,IGHD5/OR15-5b*01,IGHJ6*02_F,72,236,2,0,4,7,0,13,6,1
IGHV3-64*04,IGHD6-19*01,IGHJ3*02_F,57,221,0,0,0,4,0,9,1,5
